
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ10766   1567     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10767   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10768   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10769   1567     dBsb    50.00      flora     1.00     1.00        dayglo-orange       bush      small     blinding
Object:   OBJ10770   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10771   1567     drmn    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ10772   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10773   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10774   1567     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ10775   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10776   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10777   1567     dBsb    50.00      flora     1.00     1.00        dayglo-orange       bush      small     blinding
Object:   OBJ10778   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10779   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10780   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10781   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10782   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10783   1567     cBmn    10.00      flora     5.00    10.00                 cyan       bush     medium         none
Object:   OBJ10784   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10785   1567     d3tb    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny     blinding
Object:   OBJ10786   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10787   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10788   1567     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10789   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10790   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10791   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10792   1567     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10793   1567     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10794   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10795   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10796   1567     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ10797   1567     crtn    50.00    mineral     0.10     0.10                 cyan       rock       tiny         none
Object:   OBJ10798   1567     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10799   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10800   1567     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ10801   1567     crtb    10.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ10802   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10803   1567     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ10804   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10805   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10806   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10807   1567     crs5   -50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ10808   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10809   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10810   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10811   1567     dBsn    10.00      flora     1.00     1.00        dayglo-orange       bush      small         none
Object:   OBJ10812   1567     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ10813   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10814   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10815   1567     dBs5   -50.00      flora     1.00     1.00        dayglo-orange       bush      small     5candela
Object:   OBJ10816   1567     VBsn    10.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ10817   1567     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10818   1567     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10819   1567     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ10820   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10821   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10822   1567     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10823   1567     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10824   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10825   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10826   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10827   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10828   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10829   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10830   1567     V3s5    10.00      fauna     1.00     1.00            olivedrab     triped      small     5candela
Object:   OBJ10831   1567     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10832   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10833   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10834   1567     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ10835   1567     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
